Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1763042289,50,,Aggregated,36.800000,29.200000,5,10,22,23,34,60,59000,60000,60000,60000,60000,1424,1069,5,1776.2111508820237,2.021782000042549,60006.342355000015,1222.1875
1763042290,50,,Aggregated,28.500000,22.300000,5,11,22,23,35,62,60000,60000,60000,60000,60000,1432,1077,5,1850.1554404657832,2.021782000042549,60006.342355000015,1230.106843575419
1763042291,50,,Aggregated,24.300000,18.400000,5,11,22,23,36,62,60000,60000,60000,60000,60000,1446,1088,5,1873.8624669059488,2.021782000042549,60006.342355000015,1233.344398340249
1763042292,50,,Aggregated,20.900000,16.000000,5,11,22,23,36,62,60000,60000,60000,60000,60000,1456,1094,5,1861.0548802383253,2.021782000042549,60006.342355000015,1225.9718406593406
1763042293,50,,Aggregated,20.900000,16.000000,5,11,22,23,36,62,60000,60000,60000,60000,60000,1459,1097,5,1857.272220594244,2.021782000042549,60006.342355000015,1237.417409184373
1763042294,50,,Aggregated,16.300000,12.600000,5,11,22,23,35,62,60000,60000,60000,60000,60000,1464,1100,5,1850.9584235689902,2.021782000042549,60006.342355000015,1233.6810109289618
1763042295,50,,Aggregated,13.300000,10.400000,5,11,22,23,36,63,60000,60000,60000,60000,60000,1471,1106,5,1923.743539811694,2.021782000042549,60006.342355000015,1228.4500339904826
1763042296,50,,Aggregated,12.200000,9.600000,5,11,22,23,36,64,60000,60000,60000,60000,60000,1477,1112,5,1997.2311254150318,2.021782000042549,60006.342355000015,1237.505077860528
1763042297,50,,Aggregated,12.200000,9.600000,5,11,22,23,36,63,60000,60000,60000,60000,60000,1497,1129,5,1970.6121573199748,2.021782000042549,60006.342355000015,1222.6760187040747
1763042298,50,,Aggregated,9.800000,7.600000,5,11,22,23,35,63,60000,60000,60000,60000,60000,1516,1145,5,1946.064964326519,2.021782000042549,60006.342355000015,1235.3601583113457
1763042299,50,,Aggregated,10.100000,8.000000,5,11,22,23,35,63,60000,60000,60000,60000,60000,1528,1155,5,1970.2186988435885,2.021782000042549,60006.342355000015,1266.0170157068062
1763042300,50,,Aggregated,10.100000,8.000000,5,11,22,23,34,63,60000,60000,60000,60000,60000,1540,1163,5,1954.9145374298726,2.021782000042549,60006.342355000015,1257.2941558441557
1763042301,50,,Aggregated,10.100000,8.300000,5,11,22,23,34,62,60000,60000,60000,60000,60000,1549,1170,5,1943.5923789051021,2.021782000042549,60006.342355000015,1250.8095545513233
1763042302,50,,Aggregated,11.100000,8.900000,5,11,22,23,34,62,60000,60000,60000,60000,60000,1554,1174,5,1937.3955520347515,2.021782000042549,60006.342355000015,1264.3474903474903
1763042303,50,,Aggregated,11.100000,8.900000,5,11,22,23,34,62,60000,60000,60000,60000,60000,1562,1181,5,1965.9256005480179,2.021782000042549,60006.342355000015,1267.0870678617157
1763042304,50,,Aggregated,10.400000,8.400000,5,11,22,23,33,62,60000,60000,60000,60000,60000,1572,1188,5,1953.5012869274838,2.021782000042549,60006.342355000015,1272.6774809160306
1763042305,50,,Aggregated,10.000000,8.200000,5,11,22,23,33,62,60000,60000,60000,60000,60000,1577,1191,5,1947.3381785814868,2.021782000042549,60006.342355000015,1269.0970196575777
1763042306,50,,Aggregated,10.300000,8.400000,5,11,22,23,34,63,60000,60000,60000,60000,60000,1580,1192,5,1981.637938200003,2.021782000042549,60006.65429999992,1267.0272151898735
1763042307,50,,Aggregated,11.000000,8.800000,5,11,22,23,34,62,60000,60000,60000,60000,60000,1583,1195,5,1977.9348337277352,2.021782000042549,60006.65429999992,1277.4984207201517
1763042308,50,,Aggregated,11.000000,8.800000,5,11,22,23,34,62,60000,60000,60000,60000,60000,1583,1195,5,1977.9348337277352,2.021782000042549,60006.65429999992,1277.4984207201517
1763042309,50,,Aggregated,10.500000,8.200000,5,11,22,23,34,62,60000,60000,60000,60000,60000,1586,1198,5,1974.234312360659,2.021782000042549,60006.65429999992,1287.9300126103406
1763042310,50,,Aggregated,8.600000,6.600000,5,11,22,23,34,62,60000,60000,60000,60000,60000,1589,1201,5,1970.5229520251767,2.021782000042549,60006.65429999992,1285.6947765890498
